BOROUGH,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
4,16256,29,11694,1,0,1,1965,1,1125000
4,16258,5,11694,1,0,1,1940,1,578000
4,16260,32,11694,1,0,1,1950,1,600000
4,16261,68,11694,1,0,1,1960,1,880000
4,16263,1,11694,1,0,1,1960,1,1125000
4,16263,31,11694,1,0,1,1965,1,740000
4,16263,58,11694,1,0,1,1940,1,975000
4,16267,1,11694,1,0,1,1960,1,770000
4,16268,8,11694,1,0,1,1930,1,910000
4,16268,77,11694,1,0,1,1925,1,785000
4,16269,6,11694,1,0,1,1930,1,820048
4,16269,6,11694,1,0,1,1930,1,1697740
4,16269,35,11694,1,0,1,1935,1,680000
4,16269,39,11694,1,0,1,1920,1,840520
4,16270,38,11694,1,0,1,1920,1,950000
4,16273,23,11694,1,0,1,1935,1,900000
4,16273,26,11694,1,0,1,1930,1,870000
4,16274,94,11694,1,0,1,1930,1,999000
4,16275,1,11694,1,0,1,1910,1,750000
4,16278,35,11694,1,0,1,1930,1,1200000
4,16278,59,11694,1,0,1,2016,1,2900000
4,16278,65,11694,1,0,1,1950,1,1160000
4,16279,27,11694,1,0,1,1930,1,1500000
4,16283,17,11694,1,0,1,1930,1,915000
4,16284,68,11694,1,0,1,1935,1,1932000
4,16285,20,11694,1,0,1,1940,1,975000
4,16196,8,11694,2,0,2,1965,1,870000
4,16208,16,11694,2,0,2,1945,1,650000
4,16209,26,11694,2,0,2,1960,1,930000
4,16209,64,11694,2,0,2,1920,1,640000
4,16211,68,11694,2,0,2,1910,1,950000
4,16224,52,11694,2,0,2,1920,1,700000
4,16224,58,11694,2,0,2,1920,1,850000
4,16236,22,11694,2,0,2,1945,1,793700
4,16236,24,11694,2,0,2,1960,1,860000
4,16239,19,11694,2,0,2,1987,1,815000
4,16239,29,11694,2,0,2,1987,1,780000
4,16256,1,11694,2,0,2,1930,1,840000
4,16267,59,11694,2,0,2,1940,1,162500
4,16268,24,11694,2,0,2,1930,1,852000
4,16268,27,11694,2,0,2,1920,1,999000
4,16268,63,11694,2,0,2,1950,1,367195
4,16272,29,11694,2,0,2,1925,1,875000
4,16273,32,11694,2,0,2,1930,1,915000
4,16282,24,11694,2,0,2,1945,1,999000
4,16282,88,11694,2,0,2,1925,1,850000
4,16285,30,11694,2,0,2,1940,1,1200000
4,16236,1,11694,3,0,3,1987,1,710000
4,16234,1002,11694,1,0,1,0,1,237000
4,16234,1103,11694,1,0,1,2006,1,560000
4,16234,1105,11694,1,0,1,2006,1,520000
4,16235,1001,11694,1,0,1,2007,1,535000
4,16238,1002,11694,1,0,1,0,1,478000
4,16278,61,11694,1,0,1,2016,1,1788047
4,16254,38,11694,5,0,5,1931,2,800000
4,16224,1,11694,0,0,0,1949,2,257000
4,16224,1,11694,0,0,0,1949,2,210000
4,16224,1,11694,0,0,0,1949,2,145000
4,16224,1,11694,0,0,0,1949,2,240000
4,16224,1,11694,0,0,0,1949,2,262500
4,16224,1,11694,0,0,0,1949,2,200000
4,16224,1,11694,0,0,0,1949,2,145000
4,16224,1,11694,0,0,0,1949,2,145000
4,16234,44,11694,0,0,0,1962,2,360000
4,16258,72,11694,0,0,0,1925,4,975000
4,7901,62,11426,1,0,1,1955,1,490000
4,7902,14,11426,1,0,1,1950,1,535000
4,7905,52,11426,1,0,1,1950,1,480000
4,7908,35,11426,1,0,1,1950,1,700000
4,7908,39,11426,1,0,1,1950,1,670000
4,7910,34,11426,1,0,1,1955,1,560000
4,7958,32,11426,1,0,1,1955,1,450000
4,7962,49,11426,1,0,1,1940,1,565000
4,7964,38,11426,1,0,1,1930,1,758800
4,7964,46,11426,1,0,1,1929,1,395000
4,7964,58,11426,1,0,1,1930,1,550000
4,7965,15,11426,1,0,1,1920,1,589000
4,7965,35,11426,1,0,1,1920,1,300000
4,7977,54,11426,1,0,1,1930,1,440000
4,7978,9,11426,1,0,1,1920,1,594000
4,7979,50,11426,1,0,1,1925,1,450000
4,7980,31,11426,1,0,1,1925,1,525300
4,7982,37,11426,1,0,1,1940,1,442700
4,7985,17,11426,1,0,1,1925,1,110000
4,7985,29,11426,1,0,1,1925,1,580000
4,7985,45,11426,1,0,1,1925,1,250000
4,7986,13,11426,1,0,1,1925,1,560000
4,7986,40,11426,1,0,1,1925,1,311633
4,7988,20,11426,1,0,1,1930,1,660000
4,7991,19,11426,1,0,1,1930,1,470000
4,7994,10,11426,1,0,1,1935,1,530000
4,7994,36,11426,1,0,1,1925,1,565000
4,7995,55,11426,1,0,1,1925,1,492000
4,7998,34,11426,1,0,1,1925,1,542500
4,7998,40,11426,1,0,1,1925,1,299000
4,8000,38,11428,1,0,1,1920,1,515000
4,8003,391,11426,1,0,1,1935,1,400000
4,8005,200,11426,1,0,1,1920,1,490000
4,8007,107,11426,1,0,1,1920,1,610000
4,8559,6,11426,1,0,1,1955,1,549855
4,8559,8,11426,1,0,1,1955,1,562000
4,8560,13,11426,1,0,1,1940,1,668000
4,8561,28,11426,1,0,1,1945,1,526500
4,8562,12,11426,1,0,1,1950,1,310000
4,8562,66,11426,1,0,1,1940,1,537750
4,8563,14,11426,1,0,1,1950,1,630000
4,8566,24,11004,1,0,1,1950,1,640000
4,8568,6,11426,1,0,1,1950,1,750000
4,8568,48,11426,1,0,1,1950,1,600000
4,8571,50,11426,1,0,1,1955,1,698500
4,8575,45,11426,1,0,1,1935,1,640000
4,8577,36,11426,1,0,1,1945,1,615000
4,8578,1,11426,1,0,1,1945,1,720000
4,8580,16,11426,1,0,1,1955,1,300000
4,8580,37,11426,1,0,1,1950,1,300000
4,8581,48,11426,1,0,1,1995,1,850000
4,8583,30,11426,1,0,1,1950,1,725000
4,8583,51,11426,1,0,1,1945,1,530000
4,8583,155,11426,1,0,1,1945,1,470000
4,8584,22,11426,1,0,1,1955,1,630000
4,8585,7,11426,1,0,1,2009,1,1300000
4,8588,30,11426,1,0,1,1950,1,545000
4,8588,57,11426,1,0,1,1950,1,650000
4,8589,46,11426,1,0,1,1950,1,1150000
4,8589,55,11426,1,0,1,1950,1,660000
4,8590,43,11426,1,0,1,1950,1,495000
4,8590,43,11426,1,0,1,1950,1,475000
4,8590,59,11426,1,0,1,1950,1,490000
4,8591,58,11426,1,0,1,1950,1,930000
4,8591,66,11426,1,0,1,1950,1,610000
4,8592,39,11426,1,1,2,1950,1,840000
4,8594,49,11426,1,0,1,1950,1,500000
4,8595,49,11426,1,0,1,1940,1,695000
4,8596,51,11426,1,0,1,1945,1,565000
4,8600,87,11426,1,0,1,1945,1,475000
4,8601,75,11426,1,0,1,1945,1,653000
4,8602,111,11426,1,0,1,1945,1,663000
4,8602,111,11426,1,0,1,1945,1,340000
4,8604,119,11426,1,0,1,1945,1,200000
4,8613,30,11426,1,0,1,1945,1,499000
4,8618,23,11426,1,0,1,1945,1,297500
4,8618,28,11426,1,0,1,1940,1,569073
4,8618,36,11426,1,0,1,1945,1,585000
4,8620,38,11426,1,0,1,1935,1,620000
4,8620,40,11426,1,0,1,1935,1,600000
4,8621,6,11426,1,0,1,1945,1,672000
4,8621,6,11426,1,0,1,1945,1,525500
4,8621,24,11001,1,0,1,1950,1,550000
4,8622,60,11426,1,0,1,1950,1,640000
4,8623,12,11426,1,0,1,1950,1,600000
4,8623,29,11426,1,0,1,1950,1,540000
4,8624,31,11426,1,0,1,1955,1,590000
4,8626,83,11426,1,0,1,1945,1,565000
4,8629,1,11426,1,0,1,1975,1,840000
4,8629,21,11426,1,0,1,1950,1,590000
4,8631,32,11426,1,0,1,1940,1,669000
4,8633,1,11426,1,0,1,1945,1,555000
4,8633,10,11426,1,0,1,1940,1,595000
4,8633,19,11426,1,0,1,1945,1,458500
4,8638,28,11426,1,0,1,1965,1,500000
4,8638,29,11426,1,0,1,1965,1,485000
4,8639,1,11426,1,0,1,1925,1,628000
4,8641,17,11426,1,0,1,1935,1,679000
4,8641,21,11426,1,0,1,1935,1,575000
4,8643,8,11426,1,0,1,1950,1,580000
4,8643,22,11426,1,0,1,1925,1,724000
4,8643,22,11426,1,0,1,1925,1,450000
4,8643,45,11426,1,0,1,1940,1,645000
4,8645,1,11426,1,0,1,1930,1,550000
4,8646,33,11426,1,0,1,1930,1,440000
4,8647,26,11426,1,0,1,1950,1,388500
4,8651,29,11426,1,0,1,1930,1,450000
4,8656,15,11426,1,0,1,1920,1,600000
4,8662,12,11426,1,0,1,1930,1,480000
4,8662,15,11426,1,0,1,1930,1,580000
4,8662,76,11426,1,0,1,1930,1,543000
4,8663,63,11426,1,0,1,1930,1,400000
4,8663,68,11426,1,0,1,1930,1,510000
4,8665,26,11426,1,0,1,1925,1,505000
4,8665,28,11426,1,0,1,1925,1,315000
4,8665,43,11426,1,0,1,1925,1,490000
4,8666,22,11426,1,0,1,1920,1,630000
4,8668,15,11426,1,0,1,1935,1,687500
4,8668,17,11426,1,0,1,1935,1,699000
4,8668,172,11426,1,0,1,2006,1,290000
4,7899,25,11426,2,0,2,1945,1,730000
4,7909,26,11426,2,0,2,1950,1,540000
4,7910,13,11426,2,0,2,1945,1,835000
4,7958,6,11426,2,0,2,2004,1,675000
4,7959,4,11426,2,0,2,1935,1,840000
4,7978,30,11426,2,0,2,1920,1,650000
4,7985,22,11426,2,0,2,1925,1,490000
4,7994,8,11426,2,0,2,1935,1,555000
4,7996,20,11426,2,0,2,1940,1,580000
4,7996,22,11426,2,0,2,1940,1,612000
4,8000,3,11426,2,1,3,1928,1,495000
4,8556,1,11426,2,0,2,1955,1,840000
4,8607,203,11001,2,0,2,1950,1,538125
4,8621,28,11001,2,0,2,1950,1,445000
4,8628,65,11426,2,0,2,1965,1,888000
4,8635,21,11426,2,0,2,1935,1,605000
4,8639,86,11426,2,0,2,1925,1,539000
4,8650,27,11001,2,0,2,1950,1,550000
4,8650,35,11001,2,0,2,1945,1,475000
4,8660,18,11426,2,0,2,1925,1,433000
4,8660,18,11426,2,0,2,1925,1,360000
4,8664,22,11426,2,0,2,1925,1,630000
4,8666,18,11426,2,0,2,1920,1,607500
4,8004,227,11426,3,0,3,1965,1,845000
4,8006,139,11426,3,0,3,1965,1,837250
4,8006,139,11426,3,0,3,1965,1,625000
4,8006,141,11426,3,0,3,1965,1,650000
4,8006,140,11426,4,0,4,1965,2,625000
4,7986,53,11426,0,1,1,1931,4,749000
4,7987,52,11426,0,1,1,1920,4,1050000
4,7989,2,11426,0,1,1,1930,4,330000
4,7909,1,11426,0,1,1,1957,4,2300000
4,6638,47,11435,1,0,1,1935,1,700000
4,6639,31,11435,1,0,1,1940,1,720000
4,6695,40,11435,1,0,1,1940,1,670000
4,6695,46,11435,1,0,1,1940,1,800000
4,6695,69,11435,1,0,1,1960,1,850000
4,6695,84,11435,1,0,1,1940,1,900000
4,6696,6,11435,1,0,1,1960,1,772000
4,6696,48,11435,1,0,1,1920,1,590000
4,9671,252,11435,1,1,1,1937,1,865000
4,9708,30,11435,1,0,1,1920,1,630000
4,9709,19,11435,1,0,1,1920,1,640000
4,9715,116,11435,1,0,1,1940,1,670000
4,9715,179,11435,1,0,1,1940,1,680000
4,9721,251,11435,1,0,1,1930,1,1200000
4,9722,19,11435,1,0,1,1920,1,566000
4,9723,127,11435,1,0,1,1935,1,490000
4,9724,55,11435,1,0,1,1945,1,740000
4,9725,4,11435,1,0,1,1930,1,110000
4,9725,33,11435,1,0,1,1910,1,990500
4,9725,53,11435,1,0,1,1920,1,460000
4,9732,113,11435,1,0,1,1935,1,935000
4,9737,152,11435,1,0,1,1935,1,820000
4,9739,134,11435,1,0,1,1940,1,304000
4,9742,126,11435,1,0,1,1940,1,315000
4,9743,120,11435,1,0,1,1925,1,575000
4,6636,39,11435,2,0,2,2009,1,940000
4,9708,16,11435,2,0,2,1920,1,770000
4,9708,37,11435,2,0,2,1920,1,900000
4,9708,49,11435,2,0,2,1920,1,805000
4,9722,5,11435,2,0,2,1935,1,535000
4,9730,63,11435,2,0,2,1925,1,875000
4,9731,1,11435,2,0,2,1965,1,1350000
4,9731,24,11435,2,0,2,1960,1,960000
4,9743,135,11435,2,0,2,1925,1,635000
4,6696,13,11435,3,0,3,1970,1,900000
4,9669,119,11435,3,0,3,1996,1,1050000
4,9669,128,11435,3,0,3,1970,1,1300000
4,9715,161,11435,3,0,3,1975,1,1090000
4,9714,148,11435,16,0,16,2014,2,5000000
4,9711,20,11435,0,0,0,1935,2,136500
4,9648,24,11435,0,0,0,1954,2,203000
4,9648,24,11435,0,0,0,1954,2,275000
4,9648,24,11435,0,0,0,1954,2,210000
4,9648,24,11435,0,0,0,1954,2,213000
4,9660,15,11435,0,0,0,1951,2,142000
4,9660,15,11435,0,0,0,1951,2,216000
4,9665,1,11435,0,0,0,1955,2,256000
4,9665,1,11435,0,0,0,1955,2,152000
4,9665,1,11435,0,0,0,1955,2,328540
4,9665,1,11435,0,0,0,1955,2,87600
4,9665,1,11435,0,0,0,1955,2,172000
4,9665,1,11435,0,0,0,1955,2,190000
4,9665,1,11435,0,0,0,1955,2,280000
4,9665,1,11435,0,0,0,1955,2,185000
4,9666,1,11435,0,0,0,1958,2,158000
4,9666,1,11435,0,0,0,1958,2,230000
4,9666,1,11435,0,0,0,1958,2,270000
4,9666,1,11435,0,0,0,1958,2,267500
4,9666,1,11435,0,0,0,1958,2,169300
4,9666,1,11435,0,0,0,1958,2,375000
4,9666,1,11435,0,0,0,1958,2,260000
4,9666,1,11435,0,0,0,1958,2,210000
4,9666,1,11435,0,0,0,1958,2,241000
4,9666,1,11435,0,0,0,1958,2,295000
4,9666,1,11435,0,0,0,1958,2,175000
4,9666,1,11435,0,0,0,1958,2,250000
4,9711,32,11435,0,0,0,1959,2,115000
4,9711,32,11435,0,0,0,1959,2,215000
4,9711,32,11435,0,0,0,1959,2,185000
4,9711,32,11435,0,0,0,1959,2,230000
4,9711,32,11435,0,0,0,1959,2,294060
4,9711,32,11435,0,0,0,1959,2,260000
4,9711,32,11435,0,0,0,1959,2,205000
4,9711,125,11435,0,0,0,1951,2,120000
4,9711,125,11435,0,0,0,1951,2,80000
4,9711,125,11435,0,0,0,1951,2,135000
4,9711,125,11435,0,0,0,1951,2,182000
4,9712,169,11435,0,0,0,1959,2,90000
4,9712,169,11435,0,0,0,1959,2,110000
4,9712,169,11435,0,0,0,1959,2,190000
4,9713,113,11435,0,0,0,1959,2,120000
4,9713,113,11435,0,0,0,1959,2,220000
4,9713,113,11435,0,0,0,1959,2,187000
4,9713,113,11435,0,0,0,1959,2,165000
4,9713,163,11435,0,0,0,1961,2,90000
4,9713,163,11435,0,0,0,1961,2,134000
4,9713,163,11435,0,0,0,1961,2,110988
4,9713,163,11435,0,0,0,1961,2,100000
4,9713,163,11435,0,0,0,1961,2,130000
4,9713,163,11435,0,0,0,1961,2,155000
4,9713,163,11435,0,0,0,1961,2,110000
4,9714,18,11435,0,0,0,1959,2,150000
4,9714,18,11435,0,0,0,1959,2,145000
4,9714,18,11435,0,0,0,1959,2,220000
4,9714,18,11435,0,0,0,1959,2,170000
4,9714,18,11435,0,0,0,1959,2,147000
4,9714,18,11435,0,0,0,1959,2,200000
4,9714,18,11435,0,0,0,1959,2,190000
4,9714,75,11435,0,0,0,1956,2,200000
4,9714,75,11435,0,0,0,1956,2,179000
4,9714,138,11435,0,0,0,1957,2,120000
4,9714,138,11435,0,0,0,1957,2,115000
4,9714,138,11435,0,0,0,1957,2,115000
4,9714,152,11435,0,0,0,1955,2,245000
4,9714,152,11435,0,0,0,1955,2,145000
4,9714,152,11435,0,0,0,1955,2,190000
4,9714,152,11435,0,0,0,1955,2,155000
4,9714,152,11435,0,0,0,1955,2,190000
4,9714,152,11435,0,0,0,1955,2,178000
4,9714,152,11435,0,0,0,1955,2,180000
4,9715,220,11435,0,0,0,1953,2,174000
4,9715,228,11435,0,0,0,1953,2,285000
4,9715,228,11435,0,0,0,1953,2,300000
4,9715,228,11435,0,0,0,1953,2,167310
4,9715,228,11435,0,0,0,1953,2,170000
4,9715,228,11435,0,0,0,1953,2,148000
4,9716,102,11435,0,0,0,1951,2,175000
4,9716,102,11435,0,0,0,1951,2,215000
4,9718,2,11435,0,0,0,1956,2,225000
4,9718,2,11435,0,0,0,1956,2,170000
4,9718,2,11435,0,0,0,1956,2,210000
4,9736,108,11435,0,0,0,1952,2,208000
4,9736,108,11435,0,0,0,1952,2,146000
4,9736,108,11435,0,0,0,1952,2,210000
4,9736,108,11435,0,0,0,1952,2,158000
4,9736,108,11435,0,0,0,1952,2,138000
4,9738,114,11435,0,0,0,1948,2,262500
4,9738,114,11435,0,0,0,1948,2,200000
4,9738,114,11435,0,0,0,1948,2,175000
4,9740,142,11435,0,0,0,1952,2,147000
4,9740,142,11435,0,0,0,1952,2,150000
4,9740,142,11435,0,0,0,1952,2,120000
4,9668,1016,11435,1,0,1,1990,2,301000
4,9712,1120,11435,1,0,1,2009,2,379000
4,9712,1130,11435,1,0,1,2009,2,490000
4,9736,1002,11435,1,0,1,2007,2,478800
4,9736,1008,11435,1,0,1,2007,2,555000
4,9736,1011,11435,1,0,1,2007,2,375000
4,9736,1032,11435,1,0,1,2007,2,620000
4,9736,1034,11435,1,0,1,2007,2,400000
4,9736,1035,11435,1,0,1,2007,2,420000
4,9738,1033,11435,1,0,1,2009,2,390000
4,9651,1008,11435,0,0,0,1959,2,175000
4,9651,1008,11435,0,0,0,1959,2,175000
4,9651,1008,11435,0,0,0,1959,2,363000
4,9651,1008,11435,0,0,0,1959,2,80000
4,9651,1008,11435,0,0,0,1959,2,105000
4,9651,1008,11435,0,0,0,1959,2,310000
4,9651,1008,11435,0,0,0,1959,2,230000
4,9651,1008,11435,0,0,0,1959,2,160000
4,9651,1008,11435,0,0,0,1959,2,188000
4,9651,1008,11435,0,0,0,1959,2,50000
4,9651,1008,11435,0,0,0,1959,2,170000
4,9651,1008,11435,0,0,0,1959,2,178000
4,9651,1008,11435,0,0,0,1959,2,185000
4,9651,1008,11435,0,0,0,1959,2,200000
4,9651,1008,11435,0,0,0,1959,2,420000
4,9651,1008,11435,0,0,0,1959,2,200000
4,9651,1008,11435,0,0,0,1959,2,129000
4,15304,3,11693,1,0,1,1920,1,371480
4,15308,29,11693,1,0,1,1930,1,205000
4,15316,28,11693,1,0,1,1920,1,324500
4,15316,53,11693,1,0,1,1930,1,360000
4,15317,33,11693,1,0,1,1910,1,356420
4,15317,35,11693,1,0,1,1920,1,138100
4,15317,44,11693,1,0,1,1920,1,475000
4,15317,49,11693,1,0,1,1925,1,35898
4,15317,52,11693,1,0,1,1915,1,275000
4,15317,67,11693,1,0,1,1925,1,255958
4,15318,20,11693,1,0,1,1910,1,130000
4,15318,35,11693,1,0,1,1920,1,397000
4,15319,54,11693,1,0,1,1920,1,290000
4,15321,2,11693,1,0,1,1925,1,325000
4,15321,27,11693,1,0,1,1925,1,282000
4,15321,39,11693,1,0,1,1920,1,365000
4,15321,56,11693,1,0,1,1930,1,175000
4,15376,35,11693,1,0,1,1930,1,549000
4,15400,40,11693,1,0,1,1920,1,223250
4,15453,11,11693,1,0,1,1925,1,350000
4,15454,13,11693,1,0,1,1920,1,338000
4,15454,30,11693,1,0,1,1920,1,138000
4,15456,18,11693,1,0,1,1940,1,350000
4,15457,5,11693,1,0,1,1925,1,285000
4,15461,23,11693,1,0,1,1930,1,725000
4,15461,30,11693,1,0,1,1935,1,318907
4,15477,22,11693,1,0,1,1920,1,245000
4,15479,1,11693,1,0,1,1930,1,370000
4,15479,15,11693,1,0,1,1915,1,189972
4,15500,23,11693,1,0,1,1940,1,110000
4,15318,2,11693,2,0,2,1920,1,700000
4,15317,32,11693,1,0,1,1910,1,249060
4,15324,58,0,0,0,0,0,1,170000
4,11280,26,11411,1,0,1,1940,1,340000
4,11280,38,11411,1,0,1,1940,1,350000
4,11280,91,11411,1,0,1,1940,1,355000
4,11281,9,11411,1,0,1,1925,1,470000
4,11281,14,11411,1,0,1,1925,1,523000
4,11285,34,11411,1,0,1,1945,1,430000
4,11285,52,11411,1,0,1,1940,1,550000
4,11285,52,11411,1,0,1,1940,1,270000
4,11286,3,11411,1,0,1,1940,1,470000
4,11287,6,11411,1,0,1,1940,1,525000
4,11287,6,11411,1,0,1,1940,1,350000
4,11289,38,11411,1,0,1,1945,1,460000
4,11290,1,11411,1,0,1,1940,1,340000
4,11290,43,11411,1,0,1,1940,1,246333
4,11291,14,11411,1,0,1,1945,1,70000
4,11291,19,11411,1,0,1,1945,1,395000
4,11291,19,11411,1,0,1,1945,1,220000
4,11291,31,11411,1,0,1,1945,1,388000
4,11292,24,11411,1,0,1,1955,1,430000
4,11294,30,11411,1,0,1,1945,1,445000
4,11294,35,11411,1,0,1,1945,1,185000
4,11299,30,11411,1,0,1,1940,1,688574
4,11301,152,11411,1,0,1,1950,1,745000
4,11305,15,11411,1,0,1,1935,1,455000
4,11305,15,11411,1,0,1,1935,1,171000
4,11306,6,11411,1,0,1,1945,1,450000
4,11307,14,11411,1,0,1,1935,1,435000
4,11307,38,11411,1,0,1,1935,1,502000
4,11307,38,11411,1,0,1,1935,1,300000
4,11308,27,11411,1,0,1,1935,1,455000
4,11308,36,11411,1,0,1,1935,1,372500
4,11308,53,11411,1,0,1,1935,1,355980
4,11309,10,11411,1,0,1,1935,1,360000
4,11309,20,11411,1,0,1,1935,1,370000
4,11310,31,11411,1,0,1,1940,1,361000
4,11312,23,11411,1,0,1,1935,1,475000
4,11317,47,11411,1,0,1,1945,1,280000
4,11319,23,11411,1,0,1,1940,1,425000
4,11319,29,11411,1,0,1,1940,1,455800
4,11319,45,11411,1,0,1,1940,1,361000
4,11319,47,11411,1,0,1,1940,1,359000
4,11321,11,11411,1,0,1,1945,1,480000
4,11324,24,11411,1,0,1,1935,1,470000
4,11325,17,11411,1,0,1,1935,1,412000
4,11325,25,11411,1,0,1,1935,1,280450
4,11325,57,11411,1,0,1,1930,1,435000
4,11327,25,11411,1,0,1,1935,1,480000
4,11327,31,11411,1,0,1,1935,1,530000
4,11327,41,11411,1,0,1,1930,1,182000
4,11331,78,11411,1,0,1,1960,1,480000
4,11332,42,11411,1,0,1,1940,1,469000
4,11332,61,11411,1,0,1,1940,1,550000
4,11332,61,11411,1,0,1,1940,1,218000
4,11334,44,11411,1,0,1,1954,1,300000
4,12735,84,11411,1,0,1,1960,1,435000
4,12736,38,11411,1,0,1,1920,1,405077
4,12737,90,11411,1,0,1,1945,1,390000
4,12738,129,11411,1,0,1,1940,1,499999
4,12738,129,11411,1,0,1,1940,1,350000
4,12739,44,11411,1,0,1,1945,1,495000
4,12740,56,11411,1,0,1,1960,1,310000
4,12740,73,11411,1,0,1,1930,1,394000
4,12743,40,11411,1,0,1,1945,1,435000
4,12745,39,11411,1,0,1,1950,1,420000
4,12747,164,11411,1,0,1,1950,1,560000
4,12747,164,11411,1,0,1,1950,1,285000
4,12749,85,11411,1,0,1,1965,1,300000
4,12749,85,11411,1,0,1,1965,1,389000
4,12749,258,11411,1,0,1,1965,1,440000
4,12749,258,11411,1,0,1,1965,1,230000
4,12754,47,11411,1,0,1,1950,1,435000
4,12758,174,11411,1,0,1,1935,1,225500
4,12759,18,11411,1,0,1,1945,1,447000
4,12759,34,11411,1,0,1,1945,1,232750
4,12760,110,11411,1,0,1,1945,1,100000
4,12761,59,11411,1,0,1,1940,1,290000
4,12764,85,11411,1,0,1,1945,1,400000
4,12765,22,11411,1,0,1,1945,1,465000
4,12765,36,11411,1,0,1,1945,1,405000
4,12766,72,11411,1,0,1,1945,1,492000
4,12766,76,11411,1,0,1,1945,1,400000
4,12770,81,11411,1,0,1,1945,1,450000
4,12772,226,11411,1,0,1,1945,1,520000
4,12772,226,11411,1,0,1,1945,1,245000
4,12773,135,11411,1,0,1,1945,1,367000
4,12776,50,11411,1,0,1,1950,1,550000
4,12776,50,11411,1,0,1,1950,1,249995
4,12776,66,11411,1,0,1,1950,1,480486
4,12778,129,11411,1,0,1,1950,1,360000
4,12778,129,11411,1,0,1,1950,1,240000
4,12779,8,11411,1,0,1,1960,1,442000
4,12781,112,11411,1,0,1,1945,1,270000
4,12785,54,11411,1,0,1,1945,1,195000
4,12787,66,11411,1,0,1,1945,1,360000
4,12788,26,11411,1,0,1,1945,1,480000
4,12788,47,11411,1,0,1,1945,1,475000
4,12791,58,11411,1,0,1,1945,1,565000
4,12791,58,11411,1,0,1,1945,1,325000
4,12791,107,11411,1,0,1,1945,1,348000
4,12793,117,11411,1,0,1,1945,1,560000
4,12793,117,11411,1,0,1,1945,1,310000
4,12796,7,11411,1,0,1,1950,1,460000
4,12799,1,11411,1,0,1,1950,1,175000
4,12800,105,11411,1,0,1,1950,1,410000
4,12801,49,11411,1,0,1,1945,1,535000
4,12801,51,11411,1,0,1,1945,1,490000
4,12802,183,11411,1,0,1,1945,1,486000
4,12807,12,11411,1,0,1,1950,1,465500
4,12808,54,11411,1,0,1,1945,1,490000
4,12808,60,11411,1,0,1,1945,1,420000
4,12809,8,11411,1,0,1,1945,1,480000
4,12810,70,11411,1,0,1,1945,1,450000
4,12810,112,11411,1,0,1,1945,1,505000
4,12811,3,11411,1,0,1,1950,1,465000
4,12814,95,11411,1,0,1,1945,1,365000
4,12814,95,11411,1,0,1,1945,1,371700
4,12815,43,11411,1,0,1,1945,1,450000
4,12817,37,11411,1,0,1,1950,1,450000
4,11285,27,11411,2,0,2,1940,1,463000
4,11287,8,11411,2,0,2,1940,1,495000
4,11322,18,11411,2,0,2,1930,1,81500
4,11322,18,11411,2,0,2,1930,1,10000
4,11322,18,11411,2,0,2,1930,1,20000
4,11322,18,11411,2,0,2,1930,1,23500
4,11322,18,11411,2,0,2,1930,1,10000
4,11322,18,11411,2,0,2,1930,1,62000
4,11328,15,11411,2,0,2,1930,1,325200
4,12735,73,11411,2,0,2,1955,1,458000
4,12739,32,11411,2,0,2,1930,1,300000
4,12740,75,11411,2,0,2,1945,1,475000
4,12747,161,11411,2,0,2,1950,1,650000
4,12755,73,11411,2,0,2,1940,1,340000
4,12755,74,11411,2,0,2,1920,1,541000
4,12801,55,11411,2,0,2,1945,1,450000
4,11322,1,11411,0,2,2,1952,4,980000
4,3922,9,11356,1,0,1,1925,1,490000
4,3922,130,11356,1,0,1,2004,1,590000
4,3923,14,11356,1,0,1,1960,1,583942
4,3923,16,11356,1,0,1,2008,1,730000
4,3924,7,11356,1,0,1,1999,1,730000
4,3933,22,11356,1,0,1,1950,1,625000
4,3933,36,11356,1,0,1,1950,1,628000
4,3933,41,11356,1,0,1,1950,1,608000
4,3934,10,11356,1,0,1,1960,1,680000
4,3936,5,11356,1,0,1,1960,1,750000
4,3936,75,11356,1,0,1,1920,1,635000
4,3937,22,11356,1,0,1,1920,1,635000
4,3937,28,11356,1,0,1,1920,1,600000
4,3939,51,11356,1,0,1,1933,1,510000
4,3940,56,11356,1,0,1,1955,1,580000
4,3941,35,11356,1,0,1,1920,1,645000
4,3941,51,11356,1,0,1,1955,1,775000
4,3941,53,11356,1,0,1,1955,1,700000
4,3941,66,11356,1,0,1,1920,1,650000
4,3941,68,11356,1,0,1,1920,1,660000
4,3948,6,11356,1,0,1,1920,1,586000
4,3948,14,11356,1,0,1,1910,1,780000
4,3950,1,11356,1,0,1,1925,1,705000
4,3952,29,11356,1,0,1,1925,1,560000
4,3964,44,11356,1,0,1,1920,1,450000
4,3965,46,11356,1,0,1,1955,1,845000
4,3974,69,11356,1,0,1,1920,1,559000
4,3974,90,11356,1,0,1,1950,1,650000
4,3975,24,11356,1,0,1,1930,1,560000
4,3977,19,11356,1,0,1,1950,1,573000
4,3979,27,11356,1,0,1,1920,1,470000
4,3980,179,11356,1,0,1,1960,1,830000
4,3982,60,11356,1,0,1,1965,1,817000
